backend,dimension,theta,se,se_within,se_across,pval,p_bh,bh_sig,n_fits
openai-lg,emb_030,-0.0869422837009595,0.0225656947429874,0.0171667028825778,0.0146463268902132,0.0001167499307412,0.0009339994459303,True,50.0
openai-lg,emb_031,-0.0359874940159557,0.0265952041702075,0.0184363764702186,0.0191678091471976,0.1760053911236463,0.3974436904004165,False,50.0
google,emb_000,0.0382518399159415,0.0288189071696261,0.0178826333092235,0.0225995760221155,0.1844036761822034,0.3301578450573368,False,50.0
google,emb_001,-0.0137472817886115,0.0205414345134982,0.0167257031620328,0.0119248222463859,0.5033382906485826,0.5965490852131349,False,50.0
google,emb_002,-0.0468567119540575,0.0748663422015748,0.0456905481824688,0.0593071918187735,0.5313992112930177,0.6073133843348774,False,50.0
google,emb_003,0.0037272292220406,0.056785679206032,0.0468446536961589,0.0320966008009776,0.9476670047863712,0.9476670047863712,False,50.0
google,emb_004,-0.0917151267911604,0.0340389880552303,0.0214659571630999,0.0264171419895505,0.0070512515476084,0.045128009904694,True,50.0
google,emb_005,0.3806643982734445,0.1821323812715841,0.1304923325605329,0.1270588660840674,0.0366139915911316,0.1301830812129125,False,50.0
google,emb_006,0.0228456491654301,0.028319533355606,0.0204703849127509,0.0195693462078604,0.4198336137310818,0.5464114008938992,False,50.0
google,emb_007,-0.0663141749492699,0.0239043203337937,0.0177723665021013,0.015986229059275,0.0055346119156558,0.0442768953252468,True,50.0
google,emb_008,-0.0590232522428162,0.0449147673587628,0.0325237813923593,0.0309764421913462,0.1888068872335897,0.3301578450573368,False,50.0
google,emb_009,0.0335797362782445,0.0422633697573139,0.023830411074833,0.0349042107953741,0.4268839069483587,0.5464114008938992,False,50.0
google,emb_010,-0.0184269042803188,0.0267168915854406,0.0231685183326398,0.0133045877147065,0.4903766469376842,0.5965490852131349,False,50.0
google,emb_011,0.0316970120356355,0.0262356488764352,0.0204004434381999,0.016496398985609,0.2269835184769191,0.3301578450573368,False,50.0
google,emb_012,0.0978955496196776,0.026398640242934,0.0185182129910248,0.0188139308570775,0.0002086094341189,0.0066755018918058,True,50.0
google,emb_013,-0.0274513813935195,0.0189946687623721,0.0156270472042053,0.010797816310244,0.1483974869587792,0.3165813055120622,False,50.0
google,emb_014,-0.0296768012775604,0.0239130542222588,0.0165955621842111,0.0172168951331729,0.2145949200049624,0.3301578450573368,False,50.0
google,emb_015,-0.0696761780768936,0.0286392666477285,0.0148864745266578,0.0244663129687917,0.0149788612968801,0.0798872602500277,False,50.0
google,emb_016,-0.0469775375987986,0.0284910065628675,0.0203444989298042,0.0199458972789031,0.0991773514407956,0.2885159314641328,False,50.0
google,emb_017,-0.0497806552147425,0.0324029024448249,0.0192425011036393,0.0260705626737375,0.1244642431036939,0.3165813055120622,False,50.0
google,emb_018,-0.0299851646514106,0.0237452918898041,0.0174768749632073,0.0160747543823356,0.2066669680429838,0.3301578450573368,False,50.0
google,emb_019,-0.0565752699409921,0.0240491616877721,0.0143742904574789,0.01928061077167,0.0186484881656283,0.085250231614301,False,50.0
google,emb_020,0.0469552258023394,0.032259264645992,0.0191223002240542,0.025980719575125,0.1455148879216123,0.3165813055120622,False,50.0
google,emb_021,-0.0256398045324735,0.0198616701202353,0.0122486623840687,0.0156350954511365,0.1967318151214518,0.3301578450573368,False,50.0
google,emb_022,-0.0051959274182371,0.019330304977236,0.0140123167711461,0.0133159929865561,0.7880859247076935,0.8135080513111674,False,50.0
google,emb_023,-0.0172009895557318,0.0179879387748142,0.0112518123796894,0.0140343385857237,0.3389452956242067,0.4715760634771572,False,50.0
google,emb_024,0.0047714004997326,0.015710516860546,0.0130033232739398,0.0088166844028191,0.7613508066090691,0.8121075270496737,False,50.0
google,emb_025,0.0438863046029518,0.0202912167868876,0.0152637492472156,0.0133697957206006,0.0305548177329473,0.1222192709317893,False,50.0
google,emb_026,0.0230892740290292,0.0136650619383259,0.0122844136252953,0.0059855742966687,0.0910935035999775,0.2885159314641328,False,50.0
google,emb_027,-0.0339875810802751,0.0276407871431294,0.015228404095628,0.0230674840975787,0.2188405702409914,0.3301578450573368,False,50.0
google,emb_028,0.0617623881709236,0.0192915962692579,0.0151187658317457,0.0119828463371974,0.001367056453436,0.0218729032549767,True,50.0
google,emb_029,-0.0686243404788458,0.0232809267197303,0.0149832402412714,0.0178186436296873,0.0032018527149533,0.0341530956261687,True,50.0
google,emb_030,0.0170642363202012,0.0331044354716668,0.0220175918220627,0.0247210294740083,0.606226886847804,0.6689400130734389,False,50.0
google,emb_031,0.0349083860509762,0.0236107585047325,0.0192471213404443,0.0136753880118632,0.1392753609772625,0.3165813055120622,False,50.0
llm_scored,feat_000,0.017762302113187,0.0183740609019135,,,0.3336913753112713,,False,
